Anomaly,Anomaly_Score,timestamp,hostname,user_id,dept,action_type,resource,result,process_name,severity,client_ip,location,message_id,message,bank
1,0.0233720784449771,2025.1.2 12:35,exim-ops-16,exim_u3004,자금운용부,login_attempt,db_dump.sql,success,keximdoc,ERROR,143.182.215.77,서울본점,MSG924979,exim_u3004 performed login_attempt on db_dump.sql at 서울본점 - result=success,수출입은행
1,0.0232739528098309,2025.1.2 13:07,exim-ops-16,exim_u3058,정보기술실,login_attempt,db_dump.sql,fail,postgresql,INFO,31.86.234.206,부산지점,MSG964248,exim_u3058 performed login_attempt on db_dump.sql at 부산지점 - result=fail,수출입은행
1,0.0009246234535786,2025.1.2 13:20,exim-core-30,exim_u3037,정보기술실,process_start,db_dump.sql,success,powershell.exe,WARNING,145.22.241.148,서울본점,MSG902872,exim_u3037 performed process_start on db_dump.sql at 서울본점 - result=success,수출입은행
1,0.0116675093162003,2025.1.2 13:41,exim-ops-16,exim_u3002,자금운용부,login_attempt,수출계약서_2025.pdf,fail,powershell.exe,INFO,62.196.1.76,부산지점,MSG906322,exim_u3002 performed login_attempt on 수출계약서_2025.pdf at 부산지점 - result=fail,수출입은행
1,0.0337517457420476,2025.1.2 13:44,exim-core-30,exim_u3005,위험관리부,process_start,수출계약서_2025.pdf,fail,powershell.exe,ERROR,110.11.56.219,수출입보증센터,MSG954627,exim_u3005 performed process_start on 수출계약서_2025.pdf at 수출입보증센터 - result=fail,수출입은행
1,0.0177625735011239,2025.1.2 14:07,exim-core-30,exim_u3045,위험관리부,trade_doc_upload,powershell.exe,fail,postgresql,INFO,165.91.29.65,런던지점,MSG991845,exim_u3045 performed trade_doc_upload on powershell.exe at 런던지점 - result=fail,수출입은행
1,0.0102655193992432,2025.1.2 14:15,exim-db-21,exim_u3089,정보기술실,trade_doc_upload,수출계약서_2025.pdf,success,authd,WARNING,65.194.241.208,부산지점,MSG937054,exim_u3089 performed trade_doc_upload on 수출계약서_2025.pdf at 부산지점 - result=success,수출입은행
1,0.0242105625205752,2025.1.2 14:28,exim-core-30,exim_u3025,자금운용부,login_attempt,수출계약서_2025.pdf,fail,postgresql,INFO,37.87.189.81,부산지점,MSG938712,exim_u3025 performed login_attempt on 수출계약서_2025.pdf at 부산지점 - result=fail,수출입은행
1,0.0131814209618404,2025.1.2 14:41,exim-db-21,exim_u3036,디지털전략부,trade_doc_upload,수출계약서_2025.pdf,success,postgresql,INFO,166.81.61.204,부산지점,MSG911665,exim_u3036 performed trade_doc_upload on 수출계약서_2025.pdf at 부산지점 - result=success,수출입은행
1,0.0262177563881846,2025.1.2 14:50,exim-ops-16,exim_u3055,정보기술실,login_attempt,수출계약서_2025.pdf,success,powershell.exe,WARNING,203.41.234.252,부산지점,MSG994838,exim_u3055 performed login_attempt on 수출계약서_2025.pdf at 부산지점 - result=success,수출입은행
1,0.0178955544065479,2025.1.2 15:04,exim-ops-16,exim_u3093,정보기술실,process_start,수출계약서_2025.pdf,fail,powershell.exe,ERROR,119.242.81.176,부산지점,MSG938085,exim_u3093 performed process_start on 수출계약서_2025.pdf at 부산지점 - result=fail,수출입은행
1,0.0046028772455442,2025.1.2 16:06,exim-db-21,exim_u3047,자금운용부,process_start,수출계약서_2025.pdf,success,keximdoc,WARNING,102.122.36.33,서울본점,MSG957761,exim_u3047 performed process_start on 수출계약서_2025.pdf at 서울본점 - result=success,수출입은행
1,0.0214318752760727,2025.1.2 16:12,exim-ops-16,exim_u3017,정보기술실,trade_doc_upload,수출계약서_2025.pdf,success,postgresql,INFO,82.218.109.14,런던지점,MSG901620,exim_u3017 performed trade_doc_upload on 수출계약서_2025.pdf at 런던지점 - result=success,수출입은행
1,0.0318578307461476,2025.1.2 16:17,exim-core-30,exim_u3083,자금운용부,trade_doc_upload,db_dump.sql,fail,powershell.exe,WARNING,36.171.98.171,부산지점,MSG975582,exim_u3083 performed trade_doc_upload on db_dump.sql at 부산지점 - result=fail,수출입은행
1,0.0198683087591766,2025.1.2 16:42,exim-ops-16,exim_u3009,자금운용부,process_start,db_dump.sql,fail,keximdoc,ERROR,213.38.113.81,수출입보증센터,MSG907152,exim_u3009 performed process_start on db_dump.sql at 수출입보증센터 - result=fail,수출입은행
1,0.0061505776607243,2025.1.2 16:44,exim-core-30,exim_u3022,자금운용부,login_attempt,수출계약서_2025.pdf,success,keximdoc,INFO,118.85.109.207,서울본점,MSG984331,exim_u3022 performed login_attempt on 수출계약서_2025.pdf at 서울본점 - result=success,수출입은행
1,0.0017685828688092,2025.1.2 16:57,exim-db-21,exim_u3038,위험관리부,process_start,수출계약서_2025.pdf,fail,postgresql,INFO,91.108.27.181,부산지점,MSG906599,exim_u3038 performed process_start on 수출계약서_2025.pdf at 부산지점 - result=fail,수출입은행
1,0.0289996638210702,2025.1.2 17:01,exim-core-30,exim_u3089,자금운용부,trade_doc_upload,수출계약서_2025.pdf,fail,postgresql,INFO,155.144.242.233,런던지점,MSG984320,exim_u3089 performed trade_doc_upload on 수출계약서_2025.pdf at 런던지점 - result=fail,수출입은행
1,0.0096945914814995,2025.1.2 17:15,exim-ops-16,exim_u3073,자금운용부,trade_doc_upload,db_dump.sql,success,postgresql,WARNING,123.75.190.145,런던지점,MSG965191,exim_u3073 performed trade_doc_upload on db_dump.sql at 런던지점 - result=success,수출입은행
1,0.0641713996529238,2025.1.2 17:31,exim-core-30,exim_u3052,자금운용부,process_start,수출계약서_2025.pdf,fail,postgresql,INFO,76.240.211.110,런던지점,MSG966628,exim_u3052 performed process_start on 수출계약서_2025.pdf at 런던지점 - result=fail,수출입은행
1,0.0186187859667011,2025.1.2 17:35,exim-core-30,exim_u3040,자금운용부,trade_doc_upload,수출계약서_2025.pdf,success,keximdoc,INFO,107.28.231.245,부산지점,MSG988011,exim_u3040 performed trade_doc_upload on 수출계약서_2025.pdf at 부산지점 - result=success,수출입은행
1,0.0098475743694664,2025.1.2 17:46,exim-ops-16,exim_u3081,정보기술실,process_start,powershell.exe,fail,keximdoc,INFO,201.56.219.234,부산지점,MSG962014,exim_u3081 performed process_start on powershell.exe at 부산지점 - result=fail,수출입은행
1,0.0052383474025706,2025.1.2 18:08,exim-db-21,exim_u3025,정보기술실,process_start,수출계약서_2025.pdf,fail,postgresql,ERROR,180.207.190.48,부산지점,MSG921516,exim_u3025 performed process_start on 수출계약서_2025.pdf at 부산지점 - result=fail,수출입은행
1,0.0214222257377264,2025.1.2 18:24,exim-core-30,exim_u3021,정보기술실,trade_doc_upload,powershell.exe,fail,postgresql,WARNING,57.80.227.174,런던지점,MSG924979,exim_u3021 performed trade_doc_upload on powershell.exe at 런던지점 - result=fail,수출입은행
1,0.0492612034883552,2025.1.2 18:25,exim-db-21,exim_u3084,자금운용부,login_attempt,db_dump.sql,fail,powershell.exe,INFO,28.255.86.33,런던지점,MSG993950,exim_u3084 performed login_attempt on db_dump.sql at 런던지점 - result=fail,수출입은행
1,0.028263307879951,2025.1.2 18:50,exim-db-21,exim_u3037,위험관리부,process_start,powershell.exe,fail,keximdoc,ERROR,215.36.18.89,부산지점,MSG966628,exim_u3037 performed process_start on powershell.exe at 부산지점 - result=fail,수출입은행
1,0.0001483897192828,2025.1.2 18:53,exim-db-21,exim_u3061,자금운용부,login_attempt,수출계약서_2025.pdf,fail,powershell.exe,INFO,91.34.70.192,부산지점,MSG975832,exim_u3061 performed login_attempt on 수출계약서_2025.pdf at 부산지점 - result=fail,수출입은행
1,0.0046526928919026,2025.1.2 18:57,exim-db-21,exim_u3038,자금운용부,process_start,수출계약서_2025.pdf,success,postgresql,INFO,6.25.174.148,런던지점,MSG913573,exim_u3038 performed process_start on 수출계약서_2025.pdf at 런던지점 - result=success,수출입은행
1,0.0015679558697891,2025.1.2 19:52,exim-core-30,exim_u3002,자금운용부,trade_doc_upload,수출계약서_2025.pdf,success,powershell.exe,WARNING,20.5.180.180,부산지점,MSG973699,exim_u3002 performed trade_doc_upload on 수출계약서_2025.pdf at 부산지점 - result=success,수출입은행
1,0.0132993727662412,2025.1.2 19:55,exim-db-21,exim_u3064,정보기술실,login_attempt,수출계약서_2025.pdf,success,postgresql,INFO,179.146.241.216,부산지점,MSG974794,exim_u3064 performed login_attempt on 수출계약서_2025.pdf at 부산지점 - result=success,수출입은행
1,0.0413521642600989,2025.1.2 20:16,exim-db-21,exim_u3093,자금운용부,process_start,수출계약서_2025.pdf,fail,powershell.exe,ERROR,146.6.40.224,부산지점,MSG921094,exim_u3093 performed process_start on 수출계약서_2025.pdf at 부산지점 - result=fail,수출입은행
1,0.0006362722043721,2025.1.2 20:42,exim-core-30,exim_u3012,디지털전략부,process_start,powershell.exe,success,authd,INFO,24.228.26.130,부산지점,MSG991242,exim_u3012 performed process_start on powershell.exe at 부산지점 - result=success,수출입은행
1,0.0253319980185253,2025.1.2 21:13,exim-ops-16,exim_u3078,자금운용부,process_start,powershell.exe,success,authd,WARNING,132.10.84.248,수출입보증센터,MSG925362,exim_u3078 performed process_start on powershell.exe at 수출입보증센터 - result=success,수출입은행
1,0.0339152910129771,2025.1.2 21:32,exim-db-21,exim_u3074,자금운용부,login_attempt,powershell.exe,fail,keximdoc,WARNING,34.158.225.31,서울본점,MSG976544,exim_u3074 performed login_attempt on powershell.exe at 서울본점 - result=fail,수출입은행
1,0.0368443505440655,2025.1.2 22:07,exim-db-21,exim_u3056,정보기술실,process_start,db_dump.sql,success,powershell.exe,INFO,158.42.11.113,런던지점,MSG945796,exim_u3056 performed process_start on db_dump.sql at 런던지점 - result=success,수출입은행
1,0.028170680651369,2025.1.2 22:25,exim-core-30,exim_u3026,자금운용부,login_attempt,수출계약서_2025.pdf,fail,postgresql,INFO,114.40.130.8,부산지점,MSG987679,exim_u3026 performed login_attempt on 수출계약서_2025.pdf at 부산지점 - result=fail,수출입은행
1,0.0258193424773304,2025.1.2 22:34,exim-ops-16,exim_u3058,자금운용부,login_attempt,powershell.exe,fail,powershell.exe,ERROR,208.239.194.0,수출입보증센터,MSG989463,exim_u3058 performed login_attempt on powershell.exe at 수출입보증센터 - result=fail,수출입은행
1,0.0007666272837427,2025.1.2 22:43,exim-core-30,exim_u3082,자금운용부,trade_doc_upload,수출계약서_2025.pdf,success,keximdoc,INFO,171.198.123.210,부산지점,MSG903238,exim_u3082 performed trade_doc_upload on 수출계약서_2025.pdf at 부산지점 - result=success,수출입은행
1,0.0279555362668975,2025.1.2 23:28,exim-db-21,exim_u3061,디지털전략부,login_attempt,powershell.exe,fail,powershell.exe,WARNING,221.217.213.23,부산지점,MSG907113,exim_u3061 performed login_attempt on powershell.exe at 부산지점 - result=fail,수출입은행
1,0.0251239554345871,2025.1.2 23:47,exim-db-21,exim_u3081,위험관리부,trade_doc_upload,수출계약서_2025.pdf,fail,postgresql,INFO,149.40.93.21,부산지점,MSG970101,exim_u3081 performed trade_doc_upload on 수출계약서_2025.pdf at 부산지점 - result=fail,수출입은행
1,0.0307531061679403,2025.1.2 23:50,exim-db-21,exim_u3012,자금운용부,trade_doc_upload,db_dump.sql,fail,postgresql,WARNING,128.198.102.44,수출입보증센터,MSG994409,exim_u3012 performed trade_doc_upload on db_dump.sql at 수출입보증센터 - result=fail,수출입은행
1,0.0586274255875365,2025.1.3 00:07,exim-ops-16,exim_u3025,정보기술실,login_attempt,db_dump.sql,fail,powershell.exe,INFO,123.126.90.222,부산지점,MSG936899,exim_u3025 performed login_attempt on db_dump.sql at 부산지점 - result=fail,수출입은행
1,0.0256168579841068,2025.1.3 00:55,exim-core-30,exim_u3058,자금운용부,login_attempt,수출계약서_2025.pdf,success,postgresql,INFO,196.232.173.206,부산지점,MSG928939,exim_u3058 performed login_attempt on 수출계약서_2025.pdf at 부산지점 - result=success,수출입은행
1,0.0337331012449029,2025.1.3 00:59,exim-db-21,exim_u3023,자금운용부,process_start,수출계약서_2025.pdf,fail,postgresql,INFO,223.238.93.248,부산지점,MSG915023,exim_u3023 performed process_start on 수출계약서_2025.pdf at 부산지점 - result=fail,수출입은행
1,0.0047079848517403,2025.1.3 01:08,exim-ops-16,exim_u3022,위험관리부,process_start,powershell.exe,success,powershell.exe,WARNING,219.74.160.101,부산지점,MSG972045,exim_u3022 performed process_start on powershell.exe at 부산지점 - result=success,수출입은행
1,0.0090571254339149,2025.1.3 01:29,exim-ops-16,exim_u3096,자금운용부,login_attempt,powershell.exe,success,authd,INFO,9.156.106.95,수출입보증센터,MSG925362,exim_u3096 performed login_attempt on powershell.exe at 수출입보증센터 - result=success,수출입은행
