Anomaly,Anomaly_Score,timestamp,hostname,user_id,dept,action_type,resource,result,process_name,severity,client_ip,location
0,-0.050675249491956564,2025.1.1 11:34,exim-core-30,exim_u3071,정보기술실,login_attempt,수출계약서_2025.pdf,fail,postgresql,WARNING,38.207.181.136,런던지점
0,-0.03917699325263635,2025.1.1 11:35,exim-ops-16,exim_u3076,자금운용부,login_attempt,수출계약서_2025.pdf,success,keximdoc,INFO,155.88.130.108,수출입보증센터
0,-0.054775229765151257,2025.1.1 11:36,exim-db-21,exim_u3040,자금운용부,login_attempt,db_dump.sql,success,powershell.exe,WARNING,156.87.69.120,서울본점
0,-0.06835950785083245,2025.1.1 11:37,exim-core-30,exim_u3096,위험관리부,trade_doc_upload,powershell.exe,success,postgresql,INFO,126.92.154.132,서울본점
0,-0.058731220826234276,2025.1.1 11:38,exim-core-30,exim_u3056,위험관리부,trade_doc_upload,수출계약서_2025.pdf,success,keximdoc,WARNING,67.142.131.162,서울본점
0,-0.0479203848370221,2025.1.1 11:39,exim-ops-16,exim_u3078,정보기술실,trade_doc_upload,db_dump.sql,success,postgresql,INFO,205.106.115.115,런던지점
0,-0.060579883818958735,2025.1.1 11:40,exim-db-21,exim_u3092,자금운용부,trade_doc_upload,db_dump.sql,success,powershell.exe,ERROR,86.76.180.181,수출입보증센터
0,-0.04695326792368271,2025.1.1 11:41,exim-db-21,exim_u3064,자금운용부,trade_doc_upload,powershell.exe,fail,authd,ERROR,100.62.107.176,런던지점
0,-0.0690925945164873,2025.1.1 11:42,exim-core-30,exim_u3054,자금운용부,trade_doc_upload,powershell.exe,fail,postgresql,WARNING,78.121.6.113,서울본점
0,-0.05352558125335838,2025.1.1 11:43,exim-core-30,exim_u3070,위험관리부,trade_doc_upload,powershell.exe,success,authd,ERROR,126.64.102.42,부산지점
0,-0.027935814033371087,2025.1.1 11:44,exim-ops-16,exim_u3057,자금운용부,trade_doc_upload,수출계약서_2025.pdf,fail,powershell.exe,INFO,4.119.184.80,런던지점
0,-0.09328677980112476,2025.1.1 11:45,exim-ops-16,exim_u3020,정보기술실,trade_doc_upload,db_dump.sql,success,authd,WARNING,212.125.229.225,수출입보증센터
0,-0.06463378746193538,2025.1.1 11:46,exim-db-21,exim_u3095,정보기술실,login_attempt,db_dump.sql,success,keximdoc,ERROR,83.40.3.216,서울본점
0,-0.04331593111418364,2025.1.1 11:47,exim-db-21,exim_u3060,위험관리부,trade_doc_upload,db_dump.sql,fail,authd,ERROR,111.251.162.75,부산지점
0,-0.06632819216476271,2025.1.1 11:48,exim-core-30,exim_u3057,디지털전략부,process_start,powershell.exe,fail,postgresql,WARNING,58.200.133.116,런던지점
0,-0.03584370432480244,2025.1.1 11:49,exim-db-21,exim_u3033,위험관리부,login_attempt,db_dump.sql,success,postgresql,ERROR,95.174.229.156,부산지점
0,-0.07656061311729867,2025.1.1 11:50,exim-ops-16,exim_u3096,디지털전략부,trade_doc_upload,수출계약서_2025.pdf,success,authd,ERROR,16.18.66.194,부산지점
0,-0.07749824479986278,2025.1.1 11:51,exim-ops-16,exim_u3031,자금운용부,process_start,powershell.exe,fail,keximdoc,WARNING,197.158.72.44,수출입보증센터
0,-0.07376200062739302,2025.1.1 11:52,exim-core-30,exim_u3081,위험관리부,trade_doc_upload,powershell.exe,fail,powershell.exe,ERROR,113.244.164.219,런던지점
0,-0.08267261618753807,2025.1.1 11:53,exim-ops-16,exim_u3035,정보기술실,process_start,powershell.exe,success,authd,ERROR,93.125.173.44,수출입보증센터
0,-0.04913969167344934,2025.1.1 11:54,exim-ops-16,exim_u3098,자금운용부,process_start,powershell.exe,success,postgresql,ERROR,97.134.231.29,서울본점
0,-0.0068347995278327245,2025.1.1 11:55,exim-ops-16,exim_u3099,정보기술실,process_start,수출계약서_2025.pdf,success,postgresql,ERROR,31.211.67.81,부산지점
0,-0.036901502153799726,2025.1.1 11:56,exim-ops-16,exim_u3066,자금운용부,process_start,db_dump.sql,fail,authd,WARNING,11.76.4.162,수출입보증센터
0,-0.055814746726133846,2025.1.1 11:57,exim-core-30,exim_u3062,위험관리부,login_attempt,수출계약서_2025.pdf,success,authd,INFO,158.158.211.97,수출입보증센터
0,-0.06767284493157977,2025.1.1 11:58,exim-core-30,exim_u3080,디지털전략부,login_attempt,db_dump.sql,fail,authd,INFO,77.14.11.47,서울본점
1,0.021762425973503752,2025.1.1 11:59,exim-db-21,exim_u3030,자금운용부,process_start,수출계약서_2025.pdf,success,powershell.exe,ERROR,34.0.197.161,런던지점
0,-0.10823270600977364,2025.1.1 12:00,exim-ops-16,exim_u3035,디지털전략부,trade_doc_upload,powershell.exe,fail,postgresql,ERROR,69.86.230.189,수출입보증센터
1,0.03295103444606107,2025.1.1 12:01,exim-db-21,exim_u3056,자금운용부,process_start,powershell.exe,fail,postgresql,INFO,39.190.241.69,부산지점
0,-0.02318571127365976,2025.1.1 12:02,exim-core-30,exim_u3009,정보기술실,login_attempt,수출계약서_2025.pdf,fail,postgresql,ERROR,198.98.235.26,부산지점
0,-0.003542822703344828,2025.1.1 12:03,exim-core-30,exim_u3091,정보기술실,trade_doc_upload,수출계약서_2025.pdf,fail,powershell.exe,INFO,178.57.248.229,부산지점
0,-0.020168197568923074,2025.1.1 12:04,exim-core-30,exim_u3036,자금운용부,login_attempt,db_dump.sql,success,keximdoc,WARNING,58.93.171.254,부산지점
0,-0.0417982863623505,2025.1.1 12:05,exim-core-30,exim_u3030,디지털전략부,login_attempt,수출계약서_2025.pdf,fail,postgresql,WARNING,150.98.134.28,수출입보증센터
0,-0.039674099134424434,2025.1.1 12:06,exim-core-30,exim_u3034,위험관리부,trade_doc_upload,수출계약서_2025.pdf,fail,postgresql,WARNING,113.200.225.161,부산지점
0,-0.08501547078848659,2025.1.1 12:07,exim-core-30,exim_u3042,위험관리부,process_start,db_dump.sql,fail,keximdoc,WARNING,98.239.95.93,수출입보증센터
0,-0.05931297678965852,2025.1.1 12:08,exim-core-30,exim_u3040,정보기술실,process_start,db_dump.sql,success,powershell.exe,WARNING,36.208.190.231,런던지점
0,-0.054182582323753836,2025.1.1 12:09,exim-ops-16,exim_u3069,위험관리부,process_start,db_dump.sql,success,keximdoc,WARNING,180.45.66.89,부산지점
0,-0.008583184276943934,2025.1.1 12:10,exim-db-21,exim_u3010,정보기술실,process_start,수출계약서_2025.pdf,success,keximdoc,INFO,140.67.219.160,런던지점
0,-0.10009372591190413,2025.1.1 12:11,exim-core-30,exim_u3017,위험관리부,trade_doc_upload,db_dump.sql,success,keximdoc,ERROR,200.26.50.176,수출입보증센터
0,-0.07794518665950656,2025.1.1 12:12,exim-ops-16,exim_u3019,자금운용부,trade_doc_upload,powershell.exe,success,keximdoc,INFO,194.95.22.60,서울본점
0,-0.08403420057069433,2025.1.1 12:13,exim-ops-16,exim_u3029,정보기술실,trade_doc_upload,powershell.exe,success,powershell.exe,WARNING,46.125.202.120,런던지점
0,-0.009561447781844534,2025.1.1 12:14,exim-db-21,exim_u3049,정보기술실,login_attempt,powershell.exe,fail,powershell.exe,ERROR,218.255.67.191,부산지점
0,-0.06980588591859482,2025.1.1 12:15,exim-core-30,exim_u3088,자금운용부,trade_doc_upload,수출계약서_2025.pdf,fail,keximdoc,ERROR,58.56.17.5,서울본점
0,-0.05093978669320531,2025.1.1 12:16,exim-db-21,exim_u3019,정보기술실,process_start,powershell.exe,fail,authd,WARNING,56.40.63.210,런던지점
0,-0.08924607663959194,2025.1.1 12:17,exim-core-30,exim_u3090,위험관리부,login_attempt,수출계약서_2025.pdf,success,authd,WARNING,150.99.178.24,수출입보증센터
0,-0.08346068664073958,2025.1.1 12:18,exim-ops-16,exim_u3027,위험관리부,process_start,수출계약서_2025.pdf,fail,authd,WARNING,139.75.239.119,수출입보증센터
0,-0.08825015370229228,2025.1.1 12:19,exim-ops-16,exim_u3008,정보기술실,process_start,powershell.exe,fail,authd,WARNING,34.178.231.119,수출입보증센터
0,-0.08636464397416443,2025.1.1 12:20,exim-ops-16,exim_u3053,위험관리부,trade_doc_upload,db_dump.sql,success,postgresql,WARNING,83.201.244.155,런던지점
0,-0.09346362829214372,2025.1.1 12:21,exim-ops-16,exim_u3052,디지털전략부,trade_doc_upload,수출계약서_2025.pdf,fail,powershell.exe,WARNING,218.246.137.163,수출입보증센터
0,-0.03918464130000143,2025.1.1 12:22,exim-db-21,exim_u3042,정보기술실,process_start,powershell.exe,success,powershell.exe,ERROR,126.99.123.43,런던지점
0,-0.019885423628043575,2025.1.1 12:23,exim-core-30,exim_u3069,자금운용부,process_start,수출계약서_2025.pdf,fail,keximdoc,WARNING,87.181.56.73,부산지점
0,-0.04627883015123768,2025.1.1 12:24,exim-core-30,exim_u3059,디지털전략부,login_attempt,db_dump.sql,success,postgresql,WARNING,186.129.76.165,부산지점
0,-0.06945577313500573,2025.1.1 12:25,exim-db-21,exim_u3053,정보기술실,trade_doc_upload,db_dump.sql,success,keximdoc,ERROR,5.149.107.188,런던지점
0,-0.04697862867059688,2025.1.1 12:26,exim-core-30,exim_u3007,자금운용부,login_attempt,powershell.exe,success,keximdoc,INFO,22.203.210.245,런던지점
0,-0.025654974414475062,2025.1.1 12:27,exim-ops-16,exim_u3026,위험관리부,login_attempt,수출계약서_2025.pdf,fail,powershell.exe,WARNING,58.81.34.165,서울본점
0,-0.03770534887674981,2025.1.1 12:28,exim-core-30,exim_u3053,자금운용부,login_attempt,수출계약서_2025.pdf,fail,postgresql,ERROR,65.14.203.99,수출입보증센터
0,-0.0356715854227716,2025.1.1 12:29,exim-ops-16,exim_u3049,디지털전략부,process_start,수출계약서_2025.pdf,success,authd,ERROR,153.100.83.246,부산지점
1,0.008227306024975123,2025.1.1 12:30,exim-db-21,exim_u3098,위험관리부,login_attempt,수출계약서_2025.pdf,success,powershell.exe,INFO,221.51.181.144,부산지점
0,-0.07674384393692268,2025.1.1 12:31,exim-core-30,exim_u3074,정보기술실,login_attempt,powershell.exe,fail,postgresql,WARNING,45.79.135.56,서울본점
0,-0.04736876351820429,2025.1.1 12:32,exim-db-21,exim_u3089,위험관리부,process_start,db_dump.sql,fail,postgresql,WARNING,10.130.245.23,런던지점
0,-0.05030498792657656,2025.1.1 12:33,exim-core-30,exim_u3002,정보기술실,trade_doc_upload,powershell.exe,success,powershell.exe,WARNING,158.6.118.180,런던지점
0,-0.06666399760581088,2025.1.1 12:34,exim-ops-16,exim_u3097,정보기술실,trade_doc_upload,수출계약서_2025.pdf,fail,powershell.exe,ERROR,141.221.204.219,서울본점
0,-0.05463140593426463,2025.1.1 12:35,exim-db-21,exim_u3073,자금운용부,login_attempt,수출계약서_2025.pdf,fail,keximdoc,WARNING,111.13.191.40,수출입보증센터
0,-0.0514980021446807,2025.1.1 12:36,exim-core-30,exim_u3048,자금운용부,process_start,db_dump.sql,fail,keximdoc,WARNING,177.231.252.94,런던지점
0,-0.06139396528911001,2025.1.1 12:37,exim-ops-16,exim_u3061,자금운용부,trade_doc_upload,수출계약서_2025.pdf,success,keximdoc,WARNING,135.168.0.57,런던지점
0,-0.07442729270394832,2025.1.1 12:38,exim-db-21,exim_u3000,디지털전략부,login_attempt,powershell.exe,success,authd,WARNING,36.90.211.56,수출입보증센터
0,-0.03651862998406996,2025.1.1 12:39,exim-db-21,exim_u3045,디지털전략부,login_attempt,powershell.exe,fail,powershell.exe,INFO,105.29.111.157,수출입보증센터
0,-0.02550567455754249,2025.1.1 12:40,exim-core-30,exim_u3038,자금운용부,process_start,db_dump.sql,success,postgresql,INFO,26.98.29.131,서울본점
0,-0.06657497005327806,2025.1.1 12:41,exim-core-30,exim_u3096,디지털전략부,login_attempt,powershell.exe,fail,powershell.exe,INFO,222.173.16.96,서울본점
0,-0.0890633834115031,2025.1.1 12:42,exim-core-30,exim_u3049,위험관리부,trade_doc_upload,powershell.exe,fail,postgresql,WARNING,209.199.168.209,서울본점
0,-0.09404961417301405,2025.1.1 12:43,exim-ops-16,exim_u3053,위험관리부,process_start,powershell.exe,success,authd,WARNING,145.41.27.9,런던지점
0,-0.09564151823655787,2025.1.1 12:44,exim-core-30,exim_u3068,디지털전략부,trade_doc_upload,powershell.exe,success,powershell.exe,ERROR,129.245.205.129,서울본점
0,-0.051612528824192316,2025.1.1 12:45,exim-db-21,exim_u3095,디지털전략부,trade_doc_upload,수출계약서_2025.pdf,success,postgresql,ERROR,117.25.221.6,런던지점
0,-0.03236932294164607,2025.1.1 12:46,exim-db-21,exim_u3094,위험관리부,trade_doc_upload,powershell.exe,fail,postgresql,ERROR,54.221.151.196,부산지점
0,-0.08104502447058748,2025.1.1 12:47,exim-core-30,exim_u3069,정보기술실,login_attempt,db_dump.sql,fail,keximdoc,WARNING,4.31.110.154,수출입보증센터
0,-0.06566430228052733,2025.1.1 12:48,exim-core-30,exim_u3077,위험관리부,login_attempt,db_dump.sql,success,authd,INFO,106.62.124.6,수출입보증센터
0,-0.024225000996927704,2025.1.1 12:49,exim-db-21,exim_u3028,위험관리부,trade_doc_upload,powershell.exe,success,powershell.exe,INFO,129.186.65.246,부산지점
0,-0.09025870534773439,2025.1.1 12:50,exim-ops-16,exim_u3062,디지털전략부,trade_doc_upload,db_dump.sql,success,keximdoc,INFO,5.253.208.131,서울본점
0,-0.09025098204056403,2025.1.1 12:51,exim-core-30,exim_u3028,위험관리부,process_start,powershell.exe,fail,authd,WARNING,205.109.103.14,런던지점
0,-0.05073095856762666,2025.1.1 12:52,exim-core-30,exim_u3034,디지털전략부,process_start,db_dump.sql,fail,keximdoc,INFO,11.165.202.209,런던지점
0,-0.04784086138310639,2025.1.1 12:53,exim-db-21,exim_u3055,디지털전략부,login_attempt,db_dump.sql,fail,powershell.exe,ERROR,125.102.125.204,런던지점
0,-0.05955260053132527,2025.1.1 12:54,exim-core-30,exim_u3062,자금운용부,login_attempt,powershell.exe,success,postgresql,ERROR,174.168.9.48,수출입보증센터
0,-0.059221570348996666,2025.1.1 12:55,exim-ops-16,exim_u3003,위험관리부,process_start,powershell.exe,success,powershell.exe,INFO,112.249.245.239,서울본점
0,-0.03667897567774836,2025.1.1 12:56,exim-db-21,exim_u3049,정보기술실,trade_doc_upload,수출계약서_2025.pdf,fail,authd,ERROR,155.183.234.63,런던지점
0,-0.03969138587093557,2025.1.1 12:57,exim-core-30,exim_u3043,자금운용부,login_attempt,powershell.exe,success,powershell.exe,INFO,160.54.143.57,런던지점
0,-0.0629379848420557,2025.1.1 12:58,exim-db-21,exim_u3085,디지털전략부,trade_doc_upload,powershell.exe,success,authd,INFO,12.216.83.232,런던지점
0,-0.03377254011009745,2025.1.1 12:59,exim-core-30,exim_u3086,디지털전략부,process_start,수출계약서_2025.pdf,success,keximdoc,ERROR,57.11.130.142,부산지점
0,-0.08470802020601531,2025.1.1 13:00,exim-core-30,exim_u3051,정보기술실,login_attempt,powershell.exe,success,authd,ERROR,76.18.92.135,런던지점
0,-0.057218094190532365,2025.1.1 13:01,exim-core-30,exim_u3092,디지털전략부,login_attempt,powershell.exe,fail,postgresql,ERROR,221.200.115.85,부산지점
0,-0.01147857470455782,2025.1.1 13:02,exim-ops-16,exim_u3021,위험관리부,process_start,수출계약서_2025.pdf,success,postgresql,ERROR,10.69.101.117,런던지점
0,-0.03835139694578604,2025.1.1 13:03,exim-ops-16,exim_u3059,자금운용부,login_attempt,powershell.exe,fail,postgresql,INFO,186.255.226.150,런던지점
0,-0.06830876099159544,2025.1.1 13:04,exim-db-21,exim_u3016,디지털전략부,process_start,powershell.exe,fail,keximdoc,ERROR,104.159.16.57,런던지점
0,-0.05282202320071627,2025.1.1 13:05,exim-core-30,exim_u3079,디지털전략부,login_attempt,수출계약서_2025.pdf,success,authd,ERROR,170.100.205.6,부산지점
0,-0.0413471455850305,2025.1.1 13:06,exim-core-30,exim_u3068,정보기술실,process_start,수출계약서_2025.pdf,fail,keximdoc,WARNING,66.167.56.128,런던지점
0,-0.08200589733874264,2025.1.1 13:07,exim-ops-16,exim_u3003,위험관리부,login_attempt,db_dump.sql,fail,powershell.exe,ERROR,174.250.190.36,서울본점
0,-0.058613597083104096,2025.1.1 13:08,exim-core-30,exim_u3050,디지털전략부,trade_doc_upload,powershell.exe,success,powershell.exe,ERROR,175.226.82.44,런던지점
0,-0.0020357854081191062,2025.1.1 13:09,exim-ops-16,exim_u3075,정보기술실,trade_doc_upload,db_dump.sql,fail,powershell.exe,INFO,35.107.32.48,부산지점
0,-0.014863058390170103,2025.1.1 13:10,exim-core-30,exim_u3072,디지털전략부,trade_doc_upload,db_dump.sql,fail,powershell.exe,INFO,91.87.93.173,부산지점
0,-0.02550179566937949,2025.1.1 13:11,exim-db-21,exim_u3084,정보기술실,login_attempt,수출계약서_2025.pdf,fail,postgresql,WARNING,46.49.17.172,서울본점
0,-0.0951432434040913,2025.1.1 13:12,exim-core-30,exim_u3003,정보기술실,login_attempt,powershell.exe,fail,authd,ERROR,15.35.106.73,수출입보증센터
0,-0.09648099610389782,2025.1.1 13:13,exim-core-30,exim_u3010,위험관리부,trade_doc_upload,powershell.exe,fail,postgresql,ERROR,72.59.28.40,서울본점
0,-0.08934386059822197,2025.1.1 13:14,exim-ops-16,exim_u3082,디지털전략부,trade_doc_upload,수출계약서_2025.pdf,fail,authd,ERROR,166.114.53.162,서울본점
0,-0.04583086544876325,2025.1.1 13:15,exim-core-30,exim_u3054,위험관리부,process_start,db_dump.sql,fail,authd,ERROR,69.115.227.139,부산지점
0,-0.04358784039878405,2025.1.1 13:16,exim-core-30,exim_u3017,정보기술실,process_start,수출계약서_2025.pdf,fail,keximdoc,ERROR,41.209.101.71,런던지점
0,-0.05582289393320028,2025.1.1 13:17,exim-ops-16,exim_u3059,자금운용부,process_start,powershell.exe,success,powershell.exe,ERROR,72.158.4.247,런던지점
0,-0.060664299589402226,2025.1.1 13:18,exim-db-21,exim_u3023,디지털전략부,trade_doc_upload,수출계약서_2025.pdf,success,authd,WARNING,112.192.5.46,수출입보증센터
0,-0.06271476175639468,2025.1.1 13:19,exim-db-21,exim_u3006,자금운용부,trade_doc_upload,powershell.exe,success,powershell.exe,ERROR,200.183.181.21,수출입보증센터
0,-0.09543152600894345,2025.1.1 13:20,exim-ops-16,exim_u3033,디지털전략부,trade_doc_upload,db_dump.sql,fail,powershell.exe,ERROR,120.238.174.147,수출입보증센터
0,-0.09452338505292979,2025.1.1 13:21,exim-ops-16,exim_u3048,위험관리부,process_start,powershell.exe,fail,powershell.exe,ERROR,178.32.5.163,수출입보증센터
0,-0.08720057589498875,2025.1.1 13:22,exim-ops-16,exim_u3041,위험관리부,login_attempt,db_dump.sql,fail,postgresql,WARNING,131.95.176.46,서울본점
0,-0.10266402173955635,2025.1.1 13:23,exim-ops-16,exim_u3027,위험관리부,trade_doc_upload,db_dump.sql,success,powershell.exe,ERROR,10.96.236.132,서울본점
0,-0.09245957600606014,2025.1.1 13:24,exim-ops-16,exim_u3058,위험관리부,login_attempt,powershell.exe,success,authd,WARNING,163.112.85.105,런던지점
0,-0.04967138016260686,2025.1.1 13:25,exim-db-21,exim_u3041,위험관리부,login_attempt,powershell.exe,success,postgresql,INFO,104.253.92.38,서울본점
0,-0.03297022791188975,2025.1.1 13:26,exim-db-21,exim_u3043,자금운용부,login_attempt,db_dump.sql,fail,powershell.exe,ERROR,78.50.4.111,런던지점
0,-0.06486744676453271,2025.1.1 13:27,exim-ops-16,exim_u3097,위험관리부,process_start,수출계약서_2025.pdf,success,keximdoc,WARNING,36.121.191.226,런던지점
0,-0.03713726172091236,2025.1.1 13:28,exim-core-30,exim_u3048,정보기술실,login_attempt,powershell.exe,success,powershell.exe,INFO,6.160.23.84,런던지점
0,-0.0796376463417322,2025.1.1 13:29,exim-ops-16,exim_u3035,정보기술실,trade_doc_upload,db_dump.sql,fail,powershell.exe,WARNING,61.125.45.149,런던지점
0,-0.007446149922724188,2025.1.1 13:30,exim-core-30,exim_u3096,자금운용부,process_start,db_dump.sql,success,postgresql,WARNING,45.155.219.8,부산지점
0,-0.07224621448280744,2025.1.1 13:31,exim-ops-16,exim_u3053,디지털전략부,trade_doc_upload,수출계약서_2025.pdf,fail,authd,INFO,78.189.189.129,런던지점
0,-0.08848082648514122,2025.1.1 13:32,exim-ops-16,exim_u3032,정보기술실,trade_doc_upload,powershell.exe,success,powershell.exe,ERROR,140.227.126.148,서울본점
0,-0.04852790757857828,2025.1.1 13:33,exim-db-21,exim_u3010,디지털전략부,process_start,db_dump.sql,fail,postgresql,ERROR,7.60.75.64,서울본점
0,-0.04175515962169296,2025.1.1 13:34,exim-core-30,exim_u3060,자금운용부,trade_doc_upload,수출계약서_2025.pdf,fail,postgresql,WARNING,143.73.159.127,서울본점
0,-0.042693541794313616,2025.1.1 13:35,exim-core-30,exim_u3002,디지털전략부,trade_doc_upload,db_dump.sql,fail,authd,INFO,16.225.42.63,서울본점
0,-0.020123295465027224,2025.1.1 13:36,exim-db-21,exim_u3095,디지털전략부,process_start,powershell.exe,fail,postgresql,ERROR,173.14.171.147,부산지점
0,-0.07886930963113448,2025.1.1 13:37,exim-db-21,exim_u3069,디지털전략부,trade_doc_upload,수출계약서_2025.pdf,fail,authd,WARNING,126.124.221.246,수출입보증센터
0,-0.06355992669940724,2025.1.1 13:38,exim-db-21,exim_u3006,디지털전략부,login_attempt,db_dump.sql,success,keximdoc,INFO,117.136.6.57,수출입보증센터
0,-0.026092843806299504,2025.1.1 13:39,exim-db-21,exim_u3044,자금운용부,trade_doc_upload,수출계약서_2025.pdf,fail,powershell.exe,WARNING,71.167.65.140,런던지점
0,-0.05536158822753301,2025.1.1 13:40,exim-core-30,exim_u3028,정보기술실,login_attempt,powershell.exe,fail,postgresql,INFO,220.48.185.208,런던지점
0,-0.09956181866416458,2025.1.1 13:41,exim-core-30,exim_u3083,위험관리부,trade_doc_upload,수출계약서_2025.pdf,fail,keximdoc,ERROR,149.142.186.97,서울본점
0,-0.08463740161585731,2025.1.1 13:42,exim-ops-16,exim_u3008,디지털전략부,process_start,powershell.exe,fail,postgresql,ERROR,181.240.242.106,서울본점
0,-0.05700449292105325,2025.1.1 13:43,exim-ops-16,exim_u3099,정보기술실,process_start,db_dump.sql,success,postgresql,WARNING,140.8.229.167,수출입보증센터
0,-0.07829219090368156,2025.1.1 13:44,exim-db-21,exim_u3083,정보기술실,trade_doc_upload,powershell.exe,fail,keximdoc,ERROR,105.153.160.12,수출입보증센터
0,-0.03612569293782286,2025.1.1 13:45,exim-db-21,exim_u3005,자금운용부,process_start,db_dump.sql,success,postgresql,ERROR,26.141.23.83,서울본점
0,-0.024042827458603977,2025.1.1 13:46,exim-db-21,exim_u3096,정보기술실,trade_doc_upload,db_dump.sql,fail,postgresql,INFO,7.116.24.213,런던지점
0,-0.04380642346303054,2025.1.1 13:47,exim-ops-16,exim_u3003,자금운용부,process_start,powershell.exe,fail,keximdoc,ERROR,145.218.107.101,부산지점
0,-0.024260591192307612,2025.1.1 13:48,exim-ops-16,exim_u3031,디지털전략부,login_attempt,db_dump.sql,success,postgresql,INFO,222.1.122.87,부산지점
0,-0.04105738889461086,2025.1.1 13:49,exim-ops-16,exim_u3025,디지털전략부,trade_doc_upload,수출계약서_2025.pdf,success,authd,INFO,34.156.55.218,수출입보증센터
0,-0.05563401111712074,2025.1.1 13:50,exim-ops-16,exim_u3002,위험관리부,login_attempt,db_dump.sql,success,postgresql,WARNING,65.130.121.7,수출입보증센터
0,-0.07259004264951541,2025.1.1 13:51,exim-ops-16,exim_u3079,위험관리부,login_attempt,powershell.exe,fail,powershell.exe,INFO,124.207.7.202,수출입보증센터
0,-0.032655477695848534,2025.1.1 13:52,exim-ops-16,exim_u3019,위험관리부,trade_doc_upload,수출계약서_2025.pdf,success,postgresql,ERROR,35.118.165.236,부산지점
1,0.021224539903669792,2025.1.1 13:53,exim-ops-16,exim_u3030,정보기술실,login_attempt,수출계약서_2025.pdf,fail,powershell.exe,INFO,57.213.147.250,부산지점
0,-0.055593426611261876,2025.1.1 13:54,exim-db-21,exim_u3016,디지털전략부,trade_doc_upload,db_dump.sql,success,powershell.exe,INFO,12.72.148.133,서울본점
0,-0.04091469290920968,2025.1.1 13:55,exim-db-21,exim_u3060,자금운용부,login_attempt,db_dump.sql,success,postgresql,WARNING,22.88.213.230,런던지점
0,-0.09700799710701546,2025.1.1 13:56,exim-db-21,exim_u3085,위험관리부,trade_doc_upload,powershell.exe,fail,keximdoc,ERROR,33.238.202.254,수출입보증센터
0,-0.060218728962184054,2025.1.1 13:57,exim-db-21,exim_u3014,자금운용부,trade_doc_upload,수출계약서_2025.pdf,success,authd,ERROR,162.137.68.188,서울본점
0,-0.03091637448731599,2025.1.1 13:58,exim-ops-16,exim_u3072,자금운용부,process_start,powershell.exe,success,authd,ERROR,55.188.100.250,부산지점
0,-0.05921198959187424,2025.1.1 13:59,exim-core-30,exim_u3027,위험관리부,trade_doc_upload,db_dump.sql,fail,postgresql,INFO,174.1.124.249,서울본점
0,-0.0648147935745087,2025.1.1 14:00,exim-ops-16,exim_u3059,디지털전략부,trade_doc_upload,수출계약서_2025.pdf,fail,keximdoc,ERROR,163.239.200.57,부산지점
0,-0.10781254513646632,2025.1.1 14:01,exim-core-30,exim_u3089,위험관리부,login_attempt,powershell.exe,fail,keximdoc,ERROR,138.202.37.32,런던지점
0,-0.012419932812946177,2025.1.1 14:02,exim-db-21,exim_u3032,자금운용부,trade_doc_upload,powershell.exe,success,authd,INFO,20.189.245.99,부산지점
0,-0.07831201152346423,2025.1.1 14:03,exim-ops-16,exim_u3098,위험관리부,process_start,powershell.exe,success,keximdoc,WARNING,22.90.4.63,서울본점
0,-0.04213271597116308,2025.1.1 14:04,exim-db-21,exim_u3047,자금운용부,login_attempt,powershell.exe,success,postgresql,WARNING,203.154.214.175,런던지점
1,0.0247355440543382,2025.1.1 14:05,exim-ops-16,exim_u3021,자금운용부,login_attempt,powershell.exe,success,postgresql,INFO,71.85.175.21,부산지점
0,-0.039421895661314266,2025.1.1 14:06,exim-db-21,exim_u3077,위험관리부,process_start,수출계약서_2025.pdf,success,keximdoc,WARNING,39.109.132.97,수출입보증센터
0,-0.03898698226460884,2025.1.1 14:07,exim-core-30,exim_u3077,정보기술실,login_attempt,powershell.exe,fail,postgresql,WARNING,203.7.5.8,부산지점
0,-0.06440868295538416,2025.1.1 14:08,exim-core-30,exim_u3095,위험관리부,login_attempt,수출계약서_2025.pdf,success,powershell.exe,WARNING,208.73.212.197,런던지점
0,-0.0898169981538739,2025.1.1 14:09,exim-core-30,exim_u3091,정보기술실,login_attempt,powershell.exe,fail,authd,ERROR,44.243.242.122,서울본점
0,-0.05774449794800418,2025.1.1 14:10,exim-ops-16,exim_u3014,자금운용부,login_attempt,db_dump.sql,success,postgresql,WARNING,30.97.20.47,런던지점
0,-0.054744242765844664,2025.1.1 14:11,exim-core-30,exim_u3099,자금운용부,process_start,db_dump.sql,fail,keximdoc,ERROR,165.107.140.167,서울본점
0,-0.044091443182560086,2025.1.1 14:12,exim-ops-16,exim_u3020,정보기술실,process_start,powershell.exe,success,authd,WARNING,56.130.114.147,부산지점
0,-0.025138026555530102,2025.1.1 14:13,exim-core-30,exim_u3039,자금운용부,login_attempt,db_dump.sql,success,postgresql,ERROR,210.37.54.56,부산지점
0,-0.041959710762051405,2025.1.1 14:14,exim-core-30,exim_u3013,정보기술실,login_attempt,수출계약서_2025.pdf,fail,authd,INFO,210.126.22.102,런던지점
0,-0.05324002791103788,2025.1.1 14:15,exim-ops-16,exim_u3074,정보기술실,process_start,powershell.exe,success,keximdoc,INFO,85.23.49.68,수출입보증센터
0,-0.012933688023842982,2025.1.1 14:16,exim-ops-16,exim_u3003,자금운용부,process_start,수출계약서_2025.pdf,fail,powershell.exe,WARNING,108.0.92.198,부산지점
