LineId,Date,Time,Pid,Level,Component,Content,EventId,EventTemplate
24257,081109,203855,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.15.240:50010 is added to blk_-6981700964516010047 size 67108864,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
24258,081109,203855,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.3:50010 is added to blk_5975458386378513512 size 67108864,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
24259,081109,203855,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.75.228:50010 is added to blk_8310435958897106251 size 67108864,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
24260,081109,203855,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.90.239:50010 is added to blk_1487955812342633661 size 67108864,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
24261,081109,203855,336,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-3416197627433746535 terminating,E11,PacketResponder <*> for block <*> terminating
24262,081109,203855,336,INFO,dfs.DataNode$PacketResponder,Received block blk_-3416197627433746535 of size 67108864 from /10.251.75.163,E9,Received block <*> of size <*> from /<*>
24263,081109,203855,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.10.144:50010 is added to blk_1487955812342633661 size 67108864,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
24264,081109,203855,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.105.189:50010 is added to blk_5975458386378513512 size 67108864,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
24265,081109,203855,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000243_0/part-00243. blk_-2647863524000609999,E22,BLOCK* NameSystem.allocateBlock:<*>
24266,081109,203855,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000370_0/part-00370. blk_100112749641533287,E22,BLOCK* NameSystem.allocateBlock:<*>
24267,081109,203855,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.196:50010 is added to blk_-5497365036881982720 size 67108864,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
24268,081109,203855,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.42.246:50010 is added to blk_1487955812342633661 size 67108864,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
24269,081109,203855,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000038_0/part-00038. blk_1453995572602461976,E22,BLOCK* NameSystem.allocateBlock:<*>
24270,081109,203855,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000055_0/part-00055. blk_-8836576730990325805,E22,BLOCK* NameSystem.allocateBlock:<*>
24271,081109,203855,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.10.223:50010 is added to blk_-3416197627433746535 size 67108864,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
24272,081109,203855,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.215.16:50010 is added to blk_3687311390252141789 size 67108864,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
24273,081109,203856,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_-4667470578821022066,E2,Verification succeeded for <*>
24274,081109,203856,243,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_5604303080920427583 terminating,E11,PacketResponder <*> for block <*> terminating
24275,081109,203856,243,INFO,dfs.DataNode$PacketResponder,Received block blk_5604303080920427583 of size 67108864 from /10.251.65.237,E9,Received block <*> of size <*> from /<*>
24276,081109,203856,244,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-7814960987401483765 terminating,E11,PacketResponder <*> for block <*> terminating
24277,081109,203856,244,INFO,dfs.DataNode$PacketResponder,Received block blk_-7814960987401483765 of size 67108864 from /10.251.27.63,E9,Received block <*> of size <*> from /<*>
24278,081109,203856,247,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_6140207520318777155 terminating,E11,PacketResponder <*> for block <*> terminating
24279,081109,203856,247,INFO,dfs.DataNode$PacketResponder,Received block blk_6140207520318777155 of size 67108864 from /10.251.42.207,E9,Received block <*> of size <*> from /<*>
24280,081109,203856,250,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_5415605453707049554 terminating,E11,PacketResponder <*> for block <*> terminating
24281,081109,203856,250,INFO,dfs.DataNode$PacketResponder,Received block blk_5415605453707049554 of size 67108864 from /10.251.91.32,E9,Received block <*> of size <*> from /<*>
24282,081109,203856,252,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-4433705680039124679 terminating,E11,PacketResponder <*> for block <*> terminating
24283,081109,203856,254,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_5415605453707049554 terminating,E11,PacketResponder <*> for block <*> terminating
24284,081109,203856,254,INFO,dfs.DataNode$PacketResponder,Received block blk_5415605453707049554 of size 67108864 from /10.251.91.32,E9,Received block <*> of size <*> from /<*>
24285,081109,203856,255,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_2760121730050910443 terminating,E11,PacketResponder <*> for block <*> terminating
24286,081109,203856,255,INFO,dfs.DataNode$PacketResponder,Received block blk_2760121730050910443 of size 67108864 from /10.251.111.130,E9,Received block <*> of size <*> from /<*>
24287,081109,203856,256,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-4097209212406426556 terminating,E11,PacketResponder <*> for block <*> terminating
24288,081109,203856,256,INFO,dfs.DataNode$PacketResponder,Received block blk_-4097209212406426556 of size 67108864 from /10.251.42.191,E9,Received block <*> of size <*> from /<*>
24289,081109,203856,258,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-4433705680039124679 terminating,E11,PacketResponder <*> for block <*> terminating
24290,081109,203856,258,INFO,dfs.DataNode$PacketResponder,Received block blk_-4433705680039124679 of size 67108864 from /10.251.203.149,E9,Received block <*> of size <*> from /<*>
24291,081109,203856,259,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_5415605453707049554 terminating,E11,PacketResponder <*> for block <*> terminating
24292,081109,203856,259,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-7814960987401483765 terminating,E11,PacketResponder <*> for block <*> terminating
24293,081109,203856,259,INFO,dfs.DataNode$PacketResponder,Received block blk_5415605453707049554 of size 67108864 from /10.251.203.129,E9,Received block <*> of size <*> from /<*>
24294,081109,203856,259,INFO,dfs.DataNode$PacketResponder,Received block blk_-7814960987401483765 of size 67108864 from /10.250.19.16,E9,Received block <*> of size <*> from /<*>
24295,081109,203856,260,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_5604303080920427583 terminating,E11,PacketResponder <*> for block <*> terminating
24296,081109,203856,260,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_5466240539847680264 terminating,E11,PacketResponder <*> for block <*> terminating
24297,081109,203856,260,INFO,dfs.DataNode$PacketResponder,Received block blk_5466240539847680264 of size 67108864 from /10.251.194.213,E9,Received block <*> of size <*> from /<*>
24298,081109,203856,260,INFO,dfs.DataNode$PacketResponder,Received block blk_5604303080920427583 of size 67108864 from /10.251.39.179,E9,Received block <*> of size <*> from /<*>
24299,081109,203856,261,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_5466240539847680264 terminating,E11,PacketResponder <*> for block <*> terminating
24300,081109,203856,261,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-7814960987401483765 terminating,E11,PacketResponder <*> for block <*> terminating
24301,081109,203856,261,INFO,dfs.DataNode$PacketResponder,Received block blk_5466240539847680264 of size 67108864 from /10.251.107.227,E9,Received block <*> of size <*> from /<*>
24302,081109,203856,261,INFO,dfs.DataNode$PacketResponder,Received block blk_-7814960987401483765 of size 67108864 from /10.250.19.16,E9,Received block <*> of size <*> from /<*>
24303,081109,203856,265,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_2760121730050910443 terminating,E11,PacketResponder <*> for block <*> terminating
24304,081109,203856,265,INFO,dfs.DataNode$PacketResponder,Received block blk_2760121730050910443 of size 67108864 from /10.250.14.224,E9,Received block <*> of size <*> from /<*>
24305,081109,203856,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.10.144:50010 is added to blk_5415605453707049554 size 67108864,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
24306,081109,203856,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.42.191:50010 is added to blk_-4097209212406426556 size 67108864,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
24307,081109,203856,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.65.203:50010 is added to blk_-4433705680039124679 size 67108864,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
24308,081109,203856,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000249_0/part-00249. blk_-5397313821077959669,E22,BLOCK* NameSystem.allocateBlock:<*>
24309,081109,203856,270,INFO,dfs.DataNode$DataXceiver,Receiving block blk_1453995572602461976 src: /10.251.66.3:51271 dest: /10.251.66.3:50010,E5,Receiving block <*> src: /<*> dest: /<*>
24310,081109,203856,270,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-2379735181233017090 src: /10.251.42.16:52943 dest: /10.251.42.16:50010,E5,Receiving block <*> src: /<*> dest: /<*>
24311,081109,203856,270,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-2991687937600257476 src: /10.251.91.84:49130 dest: /10.251.91.84:50010,E5,Receiving block <*> src: /<*> dest: /<*>
24312,081109,203856,270,INFO,dfs.DataNode$DataXceiver,Receiving block blk_421504291442548532 src: /10.250.10.144:52867 dest: /10.250.10.144:50010,E5,Receiving block <*> src: /<*> dest: /<*>
24313,081109,203856,270,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-789892509757155675 src: /10.251.65.237:42190 dest: /10.251.65.237:50010,E5,Receiving block <*> src: /<*> dest: /<*>
24314,081109,203856,271,INFO,dfs.DataNode$DataXceiver,Receiving block blk_352216035519286377 src: /10.251.42.191:50258 dest: /10.251.42.191:50010,E5,Receiving block <*> src: /<*> dest: /<*>
24315,081109,203856,272,INFO,dfs.DataNode$DataXceiver,Receiving block blk_6746649195320082662 src: /10.250.13.188:54071 dest: /10.250.13.188:50010,E5,Receiving block <*> src: /<*> dest: /<*>
24316,081109,203856,272,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-7674098815405249182 src: /10.251.193.224:49013 dest: /10.251.193.224:50010,E5,Receiving block <*> src: /<*> dest: /<*>
24317,081109,203856,274,INFO,dfs.DataNode$DataXceiver,Receiving block blk_6746649195320082662 src: /10.251.31.242:42137 dest: /10.251.31.242:50010,E5,Receiving block <*> src: /<*> dest: /<*>
24318,081109,203856,277,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-8836576730990325805 src: /10.251.26.131:58355 dest: /10.251.26.131:50010,E5,Receiving block <*> src: /<*> dest: /<*>
24319,081109,203856,278,INFO,dfs.DataNode$DataXceiver,Receiving block blk_435571557354499244 src: /10.251.73.188:47150 dest: /10.251.73.188:50010,E5,Receiving block <*> src: /<*> dest: /<*>
24320,081109,203856,278,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-7674098815405249182 src: /10.251.39.144:40767 dest: /10.251.39.144:50010,E5,Receiving block <*> src: /<*> dest: /<*>
24321,081109,203856,279,INFO,dfs.DataNode$DataXceiver,Receiving block blk_1453995572602461976 src: /10.251.107.98:57855 dest: /10.251.107.98:50010,E5,Receiving block <*> src: /<*> dest: /<*>
24322,081109,203856,279,INFO,dfs.DataNode$DataXceiver,Receiving block blk_2935353858545789595 src: /10.251.127.243:38299 dest: /10.251.127.243:50010,E5,Receiving block <*> src: /<*> dest: /<*>
24323,081109,203856,279,INFO,dfs.DataNode$DataXceiver,Receiving block blk_421504291442548532 src: /10.250.7.244:40474 dest: /10.250.7.244:50010,E5,Receiving block <*> src: /<*> dest: /<*>
24324,081109,203856,279,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-5397313821077959669 src: /10.251.215.50:33910 dest: /10.251.215.50:50010,E5,Receiving block <*> src: /<*> dest: /<*>
24325,081109,203856,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.18.114:50010 is added to blk_-7814960987401483765 size 67108864,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
24326,081109,203856,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.149:50010 is added to blk_5466240539847680264 size 67108864,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
24327,081109,203856,280,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-2991687937600257476 src: /10.251.194.102:44269 dest: /10.251.194.102:50010,E5,Receiving block <*> src: /<*> dest: /<*>
24328,081109,203856,280,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-3773951588838903620 src: /10.251.91.32:36248 dest: /10.251.91.32:50010,E5,Receiving block <*> src: /<*> dest: /<*>
24329,081109,203856,280,INFO,dfs.DataNode$DataXceiver,Receiving block blk_4613430679731690715 src: /10.251.203.149:57549 dest: /10.251.203.149:50010,E5,Receiving block <*> src: /<*> dest: /<*>
24330,081109,203856,280,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-5397313821077959669 src: /10.251.91.229:34648 dest: /10.251.91.229:50010,E5,Receiving block <*> src: /<*> dest: /<*>
24331,081109,203856,281,INFO,dfs.DataNode$DataXceiver,Receiving block blk_100112749641533287 src: /10.251.199.159:60661 dest: /10.251.199.159:50010,E5,Receiving block <*> src: /<*> dest: /<*>
24332,081109,203856,281,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-2379735181233017090 src: /10.251.42.191:46290 dest: /10.251.42.191:50010,E5,Receiving block <*> src: /<*> dest: /<*>
24333,081109,203856,281,INFO,dfs.DataNode$DataXceiver,Receiving block blk_435571557354499244 src: /10.251.203.149:40502 dest: /10.251.203.149:50010,E5,Receiving block <*> src: /<*> dest: /<*>
24334,081109,203856,281,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-5397313821077959669 src: /10.251.215.50:51624 dest: /10.251.215.50:50010,E5,Receiving block <*> src: /<*> dest: /<*>
24335,081109,203856,282,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-6240829354467461509 src: /10.250.19.16:37192 dest: /10.250.19.16:50010,E5,Receiving block <*> src: /<*> dest: /<*>
24336,081109,203856,282,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-7674098815405249182 src: /10.251.39.144:33933 dest: /10.251.39.144:50010,E5,Receiving block <*> src: /<*> dest: /<*>
24337,081109,203856,283,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-2991687937600257476 src: /10.251.91.84:59308 dest: /10.251.91.84:50010,E5,Receiving block <*> src: /<*> dest: /<*>
24338,081109,203856,284,INFO,dfs.DataNode$DataXceiver,Receiving block blk_3902982840475586872 src: /10.251.30.179:40771 dest: /10.251.30.179:50010,E5,Receiving block <*> src: /<*> dest: /<*>
24339,081109,203856,286,INFO,dfs.DataNode$DataXceiver,Receiving block blk_435571557354499244 src: /10.251.203.149:54049 dest: /10.251.203.149:50010,E5,Receiving block <*> src: /<*> dest: /<*>
24340,081109,203856,287,INFO,dfs.DataNode$DataXceiver,Receiving block blk_5400837154205209224 src: /10.251.125.237:49017 dest: /10.251.125.237:50010,E5,Receiving block <*> src: /<*> dest: /<*>
24341,081109,203856,290,INFO,dfs.DataNode$DataXceiver,Receiving block blk_100112749641533287 src: /10.250.15.240:56781 dest: /10.250.15.240:50010,E5,Receiving block <*> src: /<*> dest: /<*>
24342,081109,203856,290,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-6240829354467461509 src: /10.250.19.16:35388 dest: /10.250.19.16:50010,E5,Receiving block <*> src: /<*> dest: /<*>
24343,081109,203856,291,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_2760121730050910443 terminating,E11,PacketResponder <*> for block <*> terminating
24344,081109,203856,291,INFO,dfs.DataNode$PacketResponder,Received block blk_2760121730050910443 of size 67108864 from /10.250.14.224,E9,Received block <*> of size <*> from /<*>
24345,081109,203856,294,INFO,dfs.DataNode$DataXceiver,Receiving block blk_352216035519286377 src: /10.251.42.191:44442 dest: /10.251.42.191:50010,E5,Receiving block <*> src: /<*> dest: /<*>
24346,081109,203856,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.19.16:50010 is added to blk_-7814960987401483765 size 67108864,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
24347,081109,203856,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000363_0/part-00363. blk_-2991687937600257476,E22,BLOCK* NameSystem.allocateBlock:<*>
24348,081109,203856,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.10.176:50010 is added to blk_-4433705680039124679 size 67108864,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
24349,081109,203856,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.14.196:50010 is added to blk_5604303080920427583 size 67108864,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
24350,081109,203856,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.50:50010 is added to blk_6140207520318777155 size 67108864,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
24351,081109,203856,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000086_0/part-00086. blk_435571557354499244,E22,BLOCK* NameSystem.allocateBlock:<*>
24352,081109,203856,315,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_5604303080920427583 terminating,E11,PacketResponder <*> for block <*> terminating
24353,081109,203856,315,INFO,dfs.DataNode$PacketResponder,Received block blk_5604303080920427583 of size 67108864 from /10.251.65.237,E9,Received block <*> of size <*> from /<*>
24354,081109,203856,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000383_0/part-00383. blk_-3773951588838903620,E22,BLOCK* NameSystem.allocateBlock:<*>
24355,081109,203856,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.227:50010 is added to blk_5466240539847680264 size 67108864,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
24356,081109,203856,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.144:50010 is added to blk_-5497365036881982720 size 67108864,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
24357,081109,203856,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.179:50010 is added to blk_5604303080920427583 size 67108864,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
24358,081109,203856,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.65.237:50010 is added to blk_5604303080920427583 size 67108864,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
24359,081109,203856,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.67.113:50010 is added to blk_2760121730050910443 size 67108864,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
24360,081109,203856,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.215.50:50010 is added to blk_-6981700964516010047 size 67108864,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
24361,081109,203856,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.215.50:50010 is added to blk_-9064560860534869219 size 67108864,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
24362,081109,203856,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.27.63:50010 is added to blk_-7814960987401483765 size 67108864,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
24363,081109,203856,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.149:50010 is added to blk_-4433705680039124679 size 67108864,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
24364,081109,203856,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000140_0/part-00140. blk_-789892509757155675,E22,BLOCK* NameSystem.allocateBlock:<*>
24365,081109,203856,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000280_0/part-00280. blk_352216035519286377,E22,BLOCK* NameSystem.allocateBlock:<*>
24366,081109,203856,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.129:50010 is added to blk_5415605453707049554 size 67108864,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
24367,081109,203856,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.91.32:50010 is added to blk_5415605453707049554 size 67108864,E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
24368,081109,203856,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000012_0/part-00012. blk_-6240829354467461509,E22,BLOCK* NameSystem.allocateBlock:<*>
24369,081109,203856,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000148_0/part-00148. blk_-7674098815405249182,E22,BLOCK* NameSystem.allocateBlock:<*>
24370,081109,203857,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_-2360022432487784826,E2,Verification succeeded for <*>
24371,081109,203857,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_6227055072516687391,E2,Verification succeeded for <*>
24372,081109,203857,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_-65606802992611431,E2,Verification succeeded for <*>
24373,081109,203857,240,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_6140207520318777155 terminating,E11,PacketResponder <*> for block <*> terminating
24374,081109,203857,240,INFO,dfs.DataNode$PacketResponder,Received block blk_6140207520318777155 of size 67108864 from /10.251.66.192,E9,Received block <*> of size <*> from /<*>
24375,081109,203857,247,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_7632817815383224389 terminating,E11,PacketResponder <*> for block <*> terminating
24376,081109,203857,247,INFO,dfs.DataNode$PacketResponder,Received block blk_7632817815383224389 of size 67108864 from /10.251.73.220,E9,Received block <*> of size <*> from /<*>
24377,081109,203857,252,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_6140207520318777155 terminating,E11,PacketResponder <*> for block <*> terminating
24378,081109,203857,252,INFO,dfs.DataNode$PacketResponder,Received block blk_6140207520318777155 of size 67108864 from /10.251.66.192,E9,Received block <*> of size <*> from /<*>
24379,081109,203857,253,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_2221428810078834698 terminating,E11,PacketResponder <*> for block <*> terminating
24380,081109,203857,253,INFO,dfs.DataNode$PacketResponder,Received block blk_2221428810078834698 of size 67108864 from /10.251.111.80,E9,Received block <*> of size <*> from /<*>
24381,081109,203857,255,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_2221428810078834698 terminating,E11,PacketResponder <*> for block <*> terminating
24382,081109,203857,255,INFO,dfs.DataNode$PacketResponder,Received block blk_2221428810078834698 of size 67108864 from /10.250.18.114,E9,Received block <*> of size <*> from /<*>
24383,081109,203857,256,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_5263834491777912456 terminating,E11,PacketResponder <*> for block <*> terminating
24384,081109,203857,256,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-6425043901610367100 terminating,E11,PacketResponder <*> for block <*> terminating
24385,081109,203857,256,INFO,dfs.DataNode$PacketResponder,Received block blk_5263834491777912456 of size 67108864 from /10.251.107.196,E9,Received block <*> of size <*> from /<*>
24386,081109,203857,256,INFO,dfs.DataNode$PacketResponder,Received block blk_-6425043901610367100 of size 67108864 from /10.251.43.21,E9,Received block <*> of size <*> from /<*>
24387,081109,203857,257,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_6147440654811812872 terminating,E11,PacketResponder <*> for block <*> terminating
24388,081109,203857,257,INFO,dfs.DataNode$PacketResponder,Received block blk_6147440654811812872 of size 67108864 from /10.250.19.16,E9,Received block <*> of size <*> from /<*>
24389,081109,203857,258,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_7632817815383224389 terminating,E11,PacketResponder <*> for block <*> terminating
24390,081109,203857,258,INFO,dfs.DataNode$PacketResponder,Received block blk_7632817815383224389 of size 67108864 from /10.250.18.114,E9,Received block <*> of size <*> from /<*>
24391,081109,203857,261,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_2221428810078834698 terminating,E11,PacketResponder <*> for block <*> terminating
24392,081109,203857,261,INFO,dfs.DataNode$PacketResponder,Received block blk_2221428810078834698 of size 67108864 from /10.251.111.80,E9,Received block <*> of size <*> from /<*>
24393,081109,203857,262,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_5466240539847680264 terminating,E11,PacketResponder <*> for block <*> terminating
24394,081109,203857,262,INFO,dfs.DataNode$PacketResponder,Received block blk_5466240539847680264 of size 67108864 from /10.251.194.213,E9,Received block <*> of size <*> from /<*>
24395,081109,203857,263,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_5263834491777912456 terminating,E11,PacketResponder <*> for block <*> terminating
24396,081109,203857,263,INFO,dfs.DataNode$PacketResponder,Received block blk_5263834491777912456 of size 67108864 from /10.251.198.196,E9,Received block <*> of size <*> from /<*>
24397,081109,203857,265,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_6147440654811812872 terminating,E11,PacketResponder <*> for block <*> terminating
