날짜,시간,이벤트,사용자,IP
250721,212412,update,user2622,192.168.92.230
250712,150404,logout,user4007,192.168.55.244
250731,041751,login,user4425,192.168.169.30
250718,152311,logout,user9361,192.168.69.96
250730,174132,login,user9198,192.168.97.173
250706,010111,update,user7839,192.168.199.10
250716,182345,login,user7481,192.168.76.159
250730,210825,file_access,user6334,192.168.1.158
250731,064230,logout,user7934,192.168.214.186
250720,114854,file_access,user1080,192.168.172.242
250701,053443,error,user4872,192.168.162.157
250708,082754,login,user9198,192.168.195.160
250704,021758,login,user2066,192.168.231.125
250708,133314,error,user9957,192.168.209.200
250723,194123,login,user1506,192.168.163.244
250720,092520,file_access,user1967,192.168.137.9
250729,233808,update,user2615,192.168.108.235
250721,020144,login,user8770,192.168.173.17
250720,052143,update,user5696,192.168.126.3
250728,012050,update,user8166,192.168.50.132
250715,214733,error,user3489,192.168.33.72
250721,165706,logout,user5560,192.168.64.39
250704,061811,error,user1935,192.168.158.109
250723,013703,update,user7528,192.168.240.11
250721,054826,error,user6112,192.168.66.47
250713,173140,login,user1504,192.168.177.98
250712,075451,error,user5465,192.168.231.202
250729,180443,logout,user2032,192.168.69.36
250709,181941,file_access,user9544,192.168.98.111
250704,224813,logout,user5414,192.168.187.59
250729,052525,file_access,user7348,192.168.190.73
250726,170857,logout,user9072,192.168.232.26
250721,104316,logout,user3610,192.168.63.222
250714,153551,logout,user6967,192.168.26.69
250723,062719,logout,user3188,192.168.249.62
250719,043705,file_access,user2513,192.168.52.83
250711,122429,file_access,user8043,192.168.130.229
250711,012437,error,user5445,192.168.78.224
250731,002257,file_access,user8120,192.168.194.120
250707,064854,file_access,user8865,192.168.205.171
250713,161709,login,user6696,192.168.15.232
250703,060842,logout,user1486,192.168.193.235
250703,041403,logout,user8266,192.168.118.181
250702,152204,update,user3912,192.168.122.226
250701,191930,update,user3396,192.168.153.109
250725,210827,error,user4457,192.168.116.124
250729,143253,logout,user9175,192.168.95.23
250714,223439,login,user4877,192.168.72.28
250717,185245,logout,user1788,192.168.205.74
250730,090443,logout,user4793,192.168.218.232
250720,103742,error,user8698,192.168.176.255
250707,185208,error,user3355,192.168.250.74
250709,142130,update,user5286,192.168.53.241
250712,085945,file_access,user8195,192.168.113.230
250723,063008,login,user4035,192.168.215.196
250726,030807,update,user6139,192.168.157.35
250718,004155,login,user7883,192.168.61.11
250716,044154,file_access,user3870,192.168.35.28
250730,141651,file_access,user2407,192.168.104.205
250701,210249,login,user4303,192.168.176.32
250722,142020,file_access,user5992,192.168.69.145
250707,043415,login,user5816,192.168.69.144
250717,155641,login,user3850,192.168.20.147
250718,161704,error,user2018,192.168.88.215
250728,142504,login,user4447,192.168.40.196
250715,080708,file_access,user8955,192.168.26.13
250707,014752,logout,user2668,192.168.197.76
250716,170812,login,user7015,192.168.241.241
250715,153241,error,user3692,192.168.119.72
250727,183638,update,user9786,192.168.182.105
250711,123046,error,user4115,192.168.230.247
250720,135606,error,user9860,192.168.66.93
250706,163202,login,user6429,192.168.232.160
250702,174417,login,user8675,192.168.100.187
250730,123926,file_access,user2345,192.168.158.101
250706,022958,logout,user2903,192.168.64.78
250714,114330,logout,user5203,192.168.193.43
250713,142035,error,user2748,192.168.238.248
250729,185233,file_access,user5557,192.168.134.208
250730,051209,update,user2852,192.168.21.85
250725,031150,error,user7685,192.168.175.42
250705,012328,file_access,user1781,192.168.251.85
250728,042417,update,user7086,192.168.219.246
250704,015812,update,user4414,192.168.50.164
250731,131057,error,user2407,192.168.236.48
250716,074734,login,user3026,192.168.127.142
250726,045534,logout,user9635,192.168.185.222
250731,073231,logout,user7386,192.168.66.106
250711,040854,logout,user9770,192.168.29.3
250728,230826,file_access,user3248,192.168.219.131
250718,013310,file_access,user2913,192.168.179.110
250724,122616,error,user9521,192.168.145.38
250703,045554,update,user5666,192.168.228.99
250728,153333,login,user3216,192.168.64.233
250711,040521,logout,user9026,192.168.44.99
250729,031252,update,user4615,192.168.11.254
250705,025740,login,user9881,192.168.74.101
250707,095604,logout,user5675,192.168.48.63
250730,125936,error,user9033,192.168.250.213
250703,225013,logout,user2349,192.168.157.128
250720,141259,logout,user3801,192.168.12.144
250715,053236,error,user5045,192.168.100.82
250719,194755,logout,user7309,192.168.125.36
250714,045443,error,user9516,192.168.94.111
250707,023142,logout,user1237,192.168.67.61
250701,165153,file_access,user9535,192.168.152.16
250728,173809,error,user9740,192.168.239.147
250712,202529,update,user5134,192.168.135.225
250707,230952,file_access,user2527,192.168.248.96
250712,230421,file_access,user9578,192.168.232.91
250707,062033,update,user8220,192.168.19.156
250710,154536,logout,user7789,192.168.184.43
250721,022126,file_access,user7543,192.168.81.110
250717,163400,login,user7394,192.168.151.240
250729,225726,login,user4815,192.168.206.31
250718,183915,update,user2503,192.168.183.179
250718,183606,file_access,user5793,192.168.181.220
250708,015200,update,user7649,192.168.241.74
250717,193551,error,user4403,192.168.216.222
250726,124402,login,user3608,192.168.207.156
250712,143142,logout,user6330,192.168.212.118
250722,134944,login,user9657,192.168.77.50
250708,111308,login,user9285,192.168.80.210
250730,110949,login,user2654,192.168.155.103
250707,154333,file_access,user4760,192.168.53.108
250720,141249,error,user6235,192.168.227.25
250717,042724,login,user5530,192.168.139.36
250718,022752,login,user9688,192.168.104.215
250710,181305,file_access,user5405,192.168.133.220
250729,115100,update,user1739,192.168.14.22
250712,185106,update,user5189,192.168.7.205
250720,114600,login,user4048,192.168.29.173
250708,174306,login,user9260,192.168.119.59
250730,114804,login,user9974,192.168.232.59
250710,104212,file_access,user3984,192.168.218.210
250719,131612,error,user6585,192.168.254.25
250715,181851,error,user6974,192.168.228.10
250721,005846,update,user5731,192.168.244.116
250719,164956,file_access,user3433,192.168.84.236
250729,222020,error,user7301,192.168.13.10
250711,003322,login,user7966,192.168.117.101
250710,105317,update,user9627,192.168.245.4
250724,000442,update,user7658,192.168.41.118
250715,220056,login,user4827,192.168.40.241
250716,063926,update,user6709,192.168.1.248
250708,095102,logout,user4847,192.168.29.236
250721,214850,error,user5435,192.168.229.206
250729,010003,logout,user7942,192.168.4.124
250705,014053,error,user5333,192.168.6.136
250722,123325,error,user9313,192.168.38.187
250725,101006,file_access,user1502,192.168.42.1
250725,211703,login,user8531,192.168.8.43
250728,105753,login,user1001,192.168.18.216
250715,195334,login,user2162,192.168.225.97
250731,005224,login,user4964,192.168.137.46
250701,174416,logout,user7969,192.168.147.136
250721,090631,login,user8753,192.168.217.209
250708,143010,logout,user1088,192.168.201.94
250714,084738,logout,user5070,192.168.230.201
250704,233833,login,user9897,192.168.220.54
250701,232544,update,user2202,192.168.40.147
250731,054254,update,user9728,192.168.223.193
250712,081827,error,user3642,192.168.220.169
250710,134844,file_access,user6657,192.168.210.81
250712,154334,update,user5692,192.168.82.211
250710,135058,update,user2562,192.168.196.59
250716,035203,update,user3687,192.168.101.56
250714,140141,logout,user1514,192.168.184.98
250701,204623,login,user3925,192.168.153.111
250726,172927,update,user4580,192.168.111.251
250726,082858,error,user4298,192.168.113.68
250710,194356,login,user9967,192.168.134.236
250730,230942,update,user5706,192.168.96.100
250712,115045,login,user6730,192.168.77.232
250725,021832,error,user9184,192.168.186.125
250709,231504,logout,user4362,192.168.117.103
250703,153405,logout,user7843,192.168.210.13
250724,210804,update,user7950,192.168.159.160
250715,083457,update,user6130,192.168.37.148
250712,121637,error,user5746,192.168.204.221
250703,224825,error,user6260,192.168.28.10
250719,182146,file_access,user8839,192.168.174.68
250718,061006,update,user5897,192.168.113.64
250725,203610,file_access,user8981,192.168.153.18
250706,231544,update,user3212,192.168.254.33
250701,143928,error,user7713,192.168.195.117
250709,074543,error,user7231,192.168.202.173
250718,233218,login,user9440,192.168.188.124
250704,094127,error,user4441,192.168.123.25
250724,152427,update,user4829,192.168.167.186
250702,102641,update,user9216,192.168.42.41
250704,171610,file_access,user1805,192.168.246.134
250721,155641,error,user6297,192.168.236.211
250706,071940,login,user8108,192.168.17.37
250731,011507,login,user8808,192.168.19.93
250713,130500,login,user2187,192.168.190.249
250706,233248,logout,user1396,192.168.223.144
250723,075953,error,user1233,192.168.104.52
250725,021646,update,user5243,192.168.242.139
250712,110707,update,user6030,192.168.17.90
250713,072108,login,user5873,192.168.86.102
250727,211530,logout,user7952,192.168.178.70
250731,133631,login,user5706,192.168.203.204
250704,143410,file_access,user1818,192.168.208.61
250702,211922,file_access,user5049,192.168.217.159
250723,163814,logout,user1812,192.168.181.136
250712,004322,login,user7949,192.168.193.155
250713,064923,error,user4181,192.168.161.194
250722,135357,logout,user3795,192.168.215.107
250704,111157,error,user6549,192.168.187.150
250725,212221,error,user2377,192.168.146.53
250710,025842,error,user9716,192.168.209.191
250709,211145,login,user8862,192.168.14.25
250720,075752,update,user4964,192.168.76.47
250728,041304,login,user3245,192.168.171.185
250706,153015,login,user7764,192.168.15.14
250709,212604,update,user3308,192.168.182.82
250731,124919,error,user9459,192.168.199.30
250707,050312,logout,user3681,192.168.118.88
250707,024941,file_access,user5137,192.168.153.241
250713,054143,update,user5103,192.168.150.69
250710,105328,login,user6667,192.168.158.192
250712,021814,error,user8379,192.168.139.217
250707,134836,update,user7381,192.168.168.207
250704,184108,file_access,user1496,192.168.15.109
250701,172149,file_access,user6461,192.168.36.34
250716,060425,login,user2211,192.168.79.61
250712,054942,update,user6124,192.168.143.171
250722,125305,error,user2834,192.168.98.171
250729,173703,logout,user1996,192.168.57.187
250729,162329,error,user2145,192.168.233.29
250723,032010,file_access,user4865,192.168.222.26
250722,213817,update,user2755,192.168.10.72
250703,063912,file_access,user4703,192.168.243.113
250717,135958,error,user9870,192.168.112.154
250713,042318,login,user5191,192.168.69.156
250729,201810,login,user8635,192.168.57.185
250705,060324,login,user5800,192.168.218.230
250707,154402,logout,user8784,192.168.9.221
250714,064356,file_access,user7995,192.168.18.159
250715,065001,error,user9681,192.168.93.14
250715,161204,login,user7364,192.168.150.3
250702,194648,file_access,user6106,192.168.61.123
250701,022538,error,user3142,192.168.52.166
250711,014751,login,user3334,192.168.79.16
250711,091938,file_access,user6058,192.168.25.212
250708,121635,update,user9957,192.168.254.242
250714,195345,login,user8294,192.168.0.198
250705,204802,file_access,user4473,192.168.38.192
250719,202825,login,user9514,192.168.252.249
250723,120626,update,user3965,192.168.216.1
250714,194722,error,user7983,192.168.107.193
250731,001216,update,user7706,192.168.211.12
250711,114645,error,user6311,192.168.90.215
250725,231207,login,user3751,192.168.91.208
250715,140831,file_access,user5779,192.168.245.103
250703,011935,error,user1647,192.168.195.1
250718,024447,logout,user2827,192.168.202.154
250704,015136,logout,user6783,192.168.154.11
250709,143425,logout,user2717,192.168.105.244
250702,000441,file_access,user7463,192.168.231.173
250726,145004,login,user5165,192.168.178.34
250731,055246,file_access,user7834,192.168.52.171
250729,075730,logout,user4046,192.168.185.119
250706,232938,error,user2440,192.168.169.126
250717,130638,logout,user8456,192.168.142.172
250728,042051,logout,user2994,192.168.172.183
250708,020705,update,user8856,192.168.47.21
250702,040603,error,user7710,192.168.251.70
250717,124428,file_access,user3668,192.168.58.13
250731,114554,file_access,user1836,192.168.94.148
250704,084445,error,user2718,192.168.37.9
250724,110028,update,user5264,192.168.43.135
250714,134343,login,user3489,192.168.8.47
250727,020338,error,user6740,192.168.37.245
250725,152335,update,user3745,192.168.167.204
250720,060923,logout,user8334,192.168.13.171
250703,224806,file_access,user5135,192.168.36.149
250701,181617,error,user7710,192.168.90.136
250701,130954,logout,user5389,192.168.163.175
250731,010404,error,user1151,192.168.168.4
250713,170201,login,user9239,192.168.226.29
250731,005850,update,user8816,192.168.131.72
250714,222255,error,user5742,192.168.183.254
250729,060942,file_access,user3262,192.168.166.224
250712,035452,update,user9406,192.168.70.39
250705,081429,file_access,user2869,192.168.5.29
250714,012753,logout,user3675,192.168.107.248
250727,195338,login,user2373,192.168.103.37
250704,150026,update,user5465,192.168.61.77
250707,175611,error,user5132,192.168.4.77
250702,020513,update,user8856,192.168.159.135
250702,134335,logout,user9288,192.168.127.152
250719,183513,logout,user6118,192.168.182.60
250725,120549,login,user5351,192.168.157.237
250717,003715,file_access,user2404,192.168.227.131
250729,171646,file_access,user3259,192.168.192.62
250712,142857,logout,user6969,192.168.162.226
250706,134537,update,user6444,192.168.106.70
250715,144201,error,user1879,192.168.208.30
250720,014756,file_access,user2386,192.168.255.161
250724,041630,login,user5283,192.168.244.53
250708,110844,logout,user1640,192.168.197.173
250717,201523,error,user2138,192.168.88.78
250703,035429,update,user5691,192.168.198.228
250718,193949,error,user1287,192.168.234.137
250728,133519,login,user1207,192.168.255.121
250729,061446,login,user6860,192.168.11.165
250717,224449,error,user6907,192.168.21.198
250719,162025,update,user7652,192.168.188.249
250723,052355,file_access,user8614,192.168.57.65
250729,000601,update,user2971,192.168.68.164
250710,103644,login,user4318,192.168.255.204
250720,230934,error,user2596,192.168.235.196
250725,123029,update,user8737,192.168.239.168
250715,200732,update,user7729,192.168.77.81
250729,172709,error,user5137,192.168.61.86
250726,051534,error,user4361,192.168.4.128
250706,093250,error,user1567,192.168.75.99
250722,011500,error,user3461,192.168.44.160
250716,221119,error,user2023,192.168.43.223
250709,054915,update,user1482,192.168.182.114
250707,151344,logout,user8089,192.168.135.213
250708,162400,update,user3359,192.168.86.40
